issuekey,title,description,component,Altmetrics,Audio Solution Pack,BagIt,Basic Image Solution Pack,Batch,Batch Ingest Module 6.x (Deprecated),Book Batch,Book Solution Pack,Bookmark,Checksum,Checksum Checker,Collection Manager 6.x (Deprecated),Collection Solution Pack,Compound Object Solution Pack,Content Model Viewer 6.x (Deprecated),Disk Image Solution Pack,Documentation,Drupal Servlet Filter,Entities Solution Pack,FITS module,Fedora Microservices,Harvester Module 6.x (Deprecated),IP Embargo,Image Annotation Solution Pack,Importer,Internet Archive Bookreader,Islandora Image Viewer (Deprecated),Islandora Module (Core),JWPlayer,Large Image Solution Pack,MARCXML,Newspaper Batch,Newspaper Solution Pack,OAI Provider,OCR,Object Field (PID Field),Objective Forms,Ontology,OpenSeadragon,PDF Solution Pack,PDF.js,PHP Lib,PREMIS,Paged Content,Pathauto,Populator,Scholar Module,Scholar Module 6.x (Deprecated),Simple Workflow,Solr Facet Pages,Solr Metadata,Solr Search,Solr Views,Sync (Deprecated),Tuque API,Usage Stats,User Interface,Video Solution Pack,Video.js,Virtual machine,Web ARChive Solution Pack,XACML Editor,XACML Policies,XML Form Builder,XML Form Element: FieldPanel,XML Sitemap,citeproc-php
ISLANDORA-663,Large Image Tags do not work properly,"The Large Image SP is the only SP that allows the user to add tags. Adding tags seems to work, but clicking a tag produces the following error (Islandora 12.2.0-RC1):  Repository advanced search The indexName DemoOnLucene is not configured.",Large Image Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-664,Date range faceting,"For islandora solr D6 I created the ability to add date faceting. For now the admin settings include the following: - textarea to add one or multiple date fields with human readable names (timestamp ~ Timestamp) - textfield for start value (NOW/YEAR-20YEARS) - textfield for end value (NOW) - textfield for gap (+YEAR) - textfield for php date formatting (Y)  Limitations: - multiple date fields possible, but use same settings - textfield settings are a bit advanced, but most flexible. In the future this could be dropdowns with advanced textfield option - no checks in place to make sure the filled out fields are really date fields - should the order of the date fields be reversed, starting with most recent first? ",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-665,Solr Breadcrumbs Incorrect when there is a space in the advanced search,When you put a space in the advanced search block solr leaves extra characters in the breadcrumb. https://skitch.com/jongreen/ey6q9/search-results-releasetester.islandora.ca,Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-666,Should metadata XSLTs be associated with a Datastream rather than a form/content model?,"Currently, XSLTs are associated with a particular form/content model combination in the Form Associations interface. One of the consequences of this setup is that manually replacing a metadata Datastream in the Object Details tab does not crosswalk the changes to the DC Datastream.  Should we instead associate an XSLT with a Datastream (e.g. mods_to_dc.xsl gets associated with the MODS Datastream)? One issue to consider in this case would be that only 1 XSLT could be associated with a Datastream, so you couldn't have 2 different mods_to_dc.xsl transforms for 2 different MODS forms, but I'm not sure if this would ever be a problem for anyone.   To be discussed at the next committers meeting.",XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-668,Book SP configuration does not properly validate Djatoka URLs,"When configuring the Book SP (6.x-12.2.0), you can enter any URL into the Djatoka path field and it will appear to be valid. This field should properly validate URLs.",Book Solution Pack,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-669,"""Tree"" checkbox has no effect","The ""upload_element"" cannot be parsed as a tree structure; therefore it is necessary to disable the tree setting in the form (just on the upload_element)...  The ""tree"" checkbox in the advanced settings has no effect--should set ""#tree"" => TRUE/FALSE accordingly, on the currently selected element.",XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-670,Create warning messages if the PHP File Upload Limit is Less then Filesize,"Right now when you try to upload a file, and the file is larger then the file upload limit, we just don't upload the file and display some warnings about using the properties of a non-object. I think we can probably make these messages more helpful.","Islandora Module (Core),XML Form Builder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-671,Using a DC form causes the DC Datastream to get updated twice,When associating a DC form with a content model we still need to use an XSLT (in this case dc_no_transform.xml). This causes the DC Datastream to get updated twice whenever the form gets submitted (the form updates the DC Datastream and then the XSLT updates the Datastream). We should eliminate the redundant update in this case.,XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-674,Allow metadata Datastream to be created on-the-fly if none exists,"If a user associates a metadata form (e.g. MODS) with a content model and tries to edit the form for an object that does not already have the relevant Datastream, the operation will fail with an error. In this case, the relevant Datastream should simply be created when the user first submits the form.",XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-675,Option to create datastreams as Managed,"In both D6 and D7 we are currently defaulting to creating metadata datastreams as inline xml. This makes gsearch indexing easier, but it can create performance problems. Fedora starts to choke when the foxml gets over 30 to 40kb. With inline metadata and versioning, this can happen quickly.  We should maybe give the user an option for inline xml, or managed when we are creating the form association. Or maybe we just use managed. This should be discussed at committers.","Islandora Module (Core),XML Form Builder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-677,Disable form submission when enter key is pressed on tagged fields,"When entering data into a tag field in form builder, can we disable form submission if the user hits the enter key?",XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-678,Redirect to an object within a collection when ?destination is set in the URL fails.,"When Drupal tries to redirect to an object within a collection it strips part of the url such that a link such as http://jordanvm-03.dgi/fedora/repository/islandora%3A109 becomes stripped to http://jordanvm-03.dgi//repository/islandora%3A109. This behaviour does not happen when ?destination is set to redirect to a collection.  Ran into this when trying to redirect back to an object page when using drupal_get_destination(). May be related to how drupal_goto handles destinations: http://api.drupal.org/api/drupal/includes!common.inc/function/drupal_goto/6.  This can be replicated on a VM where you are on an object as an anon user and you login and a redirect to return to the previous page attempts to take place. Alternatively, if you have the devel module enabled and try to clear the cache this behaviour happens while on an object within a collection.",Islandora Module (Core),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-679,Highlight permutations of search term when searching inside book,"Currently, text highlighting only works for the information stored in the hOCR Datastream, so word permutations are not highlighted. For example, searching for ""call"" will not highlight ""called"" or ""calls"" (though these permutations will still be picked up by Solr).   It would be a good idea to look into improving text highlighting to support word permutations.",Book Solution Pack,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-681,Collection Views Don't Filter on Namespaces,"When you are viewing a collection that contains objects that are in a restricted namespace, you can see those objects, but they have broken thumbnails, and when you click on them they display an access denied screen.   This seems tricky to handle, post query filtering maybe?   This should be discussed at committers.",Islandora Module (Core),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-682,Solr Date Faceting Throwing Timezone errors,We need to take a look at this in D7.   We should also take a look at other solutions. Leaving this open so we remember to discuss.  ,Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-683,Fedora Image API dependencies for Large Image SP Large Image Display,Large image display is looking for this image <site>/fedora/imageapi/islandora:212/JPG/JPG.jpg But should be requesting this. <site>/fedora/islandora:212/JPG/JPG.jpg ,Large Image Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-684,IIV viewer doesn't work with fedora 3.5 due to a change,"Fedora 3.5 has a security policy that blocks unauthenticated access to the risearch. This is blocking the large image viewer from working...  Work around is to edit /usr/local/fedora/server/config/spring/web/security.xml and commenting out the line: <security:filter-chain pattern=""/risearch*"" filters=""ChannelFilter,AuthFilterJAAS"" /> ",Large Image Solution Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-685,Dynamically adding new fields to metadata form triggers *.js download in IE7/8/9,"If a user ingests or edits an object and tries to dynamically add a field to the metadata form (by clicking one of the plus buttons) in IE7, 8, or 9 a download of a .js file is triggered (see screenshot). Adding the new field fails.",XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-686,djatoka doesn't like small images,"If an ingested image is too small, IIV or openseadragon won't display it. There looks to be a merged pull request regarding this issue, but it's still broken.  https://github.com/Islandora/iiv/pull/3","Islandora Image Viewer (Deprecated),Large Image Solution Pack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-687,Form sections duplicate ,A number of form issues have been reported on a few projects recently. The problem often involves sections of a form duplicating and the submit button appearing somewhere in the middle of the page. TJ and Jason have both dealt with this.   Is there something systematic that's causing these problems with the forms? ,XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-689,Audio Solution Pack Path error,"    $pathTojs = ""/sites/all/libraries/mediaplayer4/jwplayer.js"";  Should read      $pathTojs = ""sites/all/libraries/mediaplayer4/jwplayer.js""; ",Audio Solution Pack,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-692,Tabs to manage a book collection do not appear if Optimize JavaScript is Enabled.,"Had an issue on multiple new setups. After much poking around, it seems that Drupal Performance option Optimize JavaScript files needs to be disabled. (Thank you Paul!)  Found here: http://myFavourite.islandora.ca/admin/settings/performance  When enabled, Tabs do not appear. At the very least we need to document this.",Book Solution Pack,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-693,OAI module no longer works with PHP 5.2,The module used to expose Fedora content to OAI harvesters no longer works with PHP 5.2. When installed the site whitescreens and the error reported is from line 828 of islandora_oai.module where there is a call to a static method which PHP 5.2 doesn't like.,OAI Provider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-694,Islandora Harvester Module - no permissions associated?,Make harvester module permissionable? Can't find any harvest permissions in Berkeley permissions page. Permissions associated with the batch ingest module might be misleading to some users. ,Harvester Module 6.x (Deprecated),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-695,Replacing the OCR Datastream for books saves the path instead of the text itself,If a user replaces the scanned text (OCR) for a book page (under Object Details) the new TXT file contains the path to itself on the server rather than the text it would normally contain. ,Islandora Module (Core),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-697,Tuque contains drupal references,The tuque api contains some drupal refertences in FoxmlDocument.inc. We should pull them out.,Islandora Module (Core),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-700,Islandora 7 Broken with Clean URLs turned off ,The collection list and grid view links are broken unless clean urls are turned on. We should fix this. There isn't any reason we should require clean urls.,Islandora Module (Core),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-701,~slsh~ not replaced with a / in the filter parameters generated from the URL,When passing in filter parameters generated from the URL ~slsh~ does not get replaced to /.  https://github.com/Islandora/islandora_solr_search/pull/63,Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-702,collection manager is causing slow load times,"The collection manager adds two forms to the ""Manage This Collection"" tab to batch move or batch delete objects.  For large collections these forms become massive and increase collection view load times by about 7x.  Some large collections (8400 objects) can take 30+ seconds to load because of these forms alone.  Can we move/remove them or convert them to ajax?",Collection Manager 6.x (Deprecated),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-703,modify_datastream_by_reference fails when the external url begins in HTTPS,"The modify_datastream_by_reference function fails when attempting to access an external URL beginning in HTTPS. This was rectified similarily in the add_datastream_from_url  function by changing the URL variable to access the file via HTTP.  https://github.com/Islandora/islandora/pull/150  Committers discussion:  The comment on add_datastream_from_url states: ""Fedora has some problems getting files from HTTPS connections sometimes, so if we are getting a file from the local drupal, we try to pass a HTTP url instead of a HTTPS one.""  On sites with only HTTPS access, is there a viable solution to facilitate this?",Islandora Module (Core),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-704,add a note in drupal 7 docs that you will not be able to ingest unless you install and enable the formbuilder module,add a note in drupal 7 docs that you will not be able to ingest unless you install and enable the formbuilder module or another module that implements the ingest registry hook.,"Islandora Module (Core),XML Form Builder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-707,Dimensions for IA Book Viewer,"With diverse page sizes in a book, stretching can occur due to the different aspect rations.  Getting dimensions on-the-fly is slow, so it would be best to store them and provide them along with the PIDs, in a more complete ""book structure"" to pass into the viewer.  For FJM, I currently having it generate the dimensions on-the-fly (via Djatoka's ""metadata"" call), but this is prohibitively slow.  It would probably be best to get dimensions for every derived image put into the RELS-INT for the given page objects so they can all be selected in a single query.  Alternatively, we might be able to leverage Solr to obtain the list of pages instead of dealing with RDF/RELS-INT.",Book Solution Pack,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-708,make sure proper forms and form associations are being created by existing drupal 7 module installers.,make sure proper forms and form associations are being created by existing drupal 7 module installers.,"Basic Image Solution Pack,Islandora Module (Core)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-709,iabookviewer and possibly all solution packs that depend on djatoka may fail if islandora is configured to use https to access fedora,iabookviewer and possibly all solution packs that depend on djatoka may fail if islandora is configured to use https to access fedora  when not configured using https the book viewer tries to use this url http://192.168.56.195:8080/adore-djatoka/resolver?url_ver=Z39.88-2004&rft_id=http://192.168.56.195:8080/fedora/objects/islandora:8/datastreams/JP2/content&svc_id=info:lanl-repo/svc/getMetadata   Which returns the metadata fine  When configured to use https the url looks like this.   http://192.168.56.195:8080/adore-djatoka/resolver?url_ver=Z39.88-2004&rft_id=https://192.168.56.195:8443/fedora/objects/islandora:8/datastreams/JP2/content&svc_id=info:lanl-repo/svc/getMetadata   which fails  Event this https://192.168.56.195:8443/adore-djatoka/resolver?url_ver=Z39.88-2004&rft_id=https://192.168.56.195:8443/fedora/objects/islandora:8/datastreams/JP2/content&svc_id=info:lanl-repo/svc/getMetadata Fails  I think this is more of a fedora - djatoka problem then islandora but if we had a work around or fix it would be great.  This is with a self signed cert.  We need a test env with a cert issued by an authority to test some of these issues against.,Book Solution Pack,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-710,Purging through collection/book manager fails when not logged in as user 1,"I have found four scenarios where purge fails when logged in as a user other than user 1 (even with all permissions set):  1. Manage This Collection > Delete Members of this Collection 2. Manage This Collection > Delete Collection 3. Book > Manage > Permanently Delete Page from this Book 4. Book > Manage > Permanently Delete this Book  In each case the object disappears from the Islandora interface but a SOAP error calling purgeObject gets thrown. The object is still listed in the Fedora Admin client and in the Collection Manager, but the user cannot interact with it: further purgeObject errors are thrown, and Fedora cannot find the object in the Admin client.","Book Solution Pack,Collection Manager 6.x (Deprecated)",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-711,Creating new books causes occassional whitescreens,"Sometimes adding a new book causes a whitescreen, but the book still gets created. The behaviour is somewhat inconsistent, but it can be reproduced in the latest version of Islandora by creating a few book objects one after the other. ","Book Solution Pack,XML Form Builder",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-712,Solr: enforce 0 setting for soft limit,"Added a tweak to enforce the 'soft limit' setting better. The description to use the soft limit states that 0 disables the soft limit, but it didn't seem to work.  Added to pull request: https://github.com/Islandora/islandora_solr_search/pull/65  Probably needs a fix for D7 as well.",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-713,Tuque library uses an API-M call for an API-A type request,"When the content of a Datastream object is requested (which is an API-A request), there is first a call to populateDatastreamInfo(), which attempts to retrieve the full history of a datastream. This request, however, uses API-M.  The problem emerges when an object may have a POLICY datastream that permits API-A but which denies API-M (i.e. other than to administrators). Then, when a non-administrator tries to simply view the object, the request is denied.","Islandora Module (Core),Tuque API",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-714,Add or Modify QUERY option in collection manager requires help text,This should reference relevant documentation so users can seek out additional information about the purpose of this option.,Collection Manager 6.x (Deprecated),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-715,Added RSS display profile,"Added an RSS display profile to islandora_solr_search. For a couple RSS elements defaults are provided, and for other fields, there is a small config page added with some fields to fill out. For the items, mostly it would be a solr field. (dc.title for example for the title element), but for an enclosure element a datastream ID is required, so an url to that datastream is created.  For now the title and description of the channel element uses a default, but it's possible to add values for copyright, managing editor and webmaster.  both the ::rssItem() and ::rssChannel() methods can be overridden to take full control.  I could add a textfield for every possible RSS element, but for now that might be a bit much?  Here's some background on some basic RSS elements: http://feed2.w3.org/docs/rss2.html  Pull request: https://github.com/Islandora/islandora_solr_search/pull/65  ",Solr Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISLANDORA-716,the default mods_to_dc.xsl doesn't crosswalk mods:dateIssued to dc:date ,"When editing content I noticed that the date I had entered in a mods:dateIssued element wasn't appearing in the dc:date element after saving.  I believe the issue is with with current mods_to_dc.xsl located here: https://github.com/Islandora/islandora_content_model_forms/blob/6.x/transforms/mods_to_dc.xsl . I've attached a transform that works for me, but should be tested. Donald","Islandora Module (Core),XML Form Builder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ISLANDORA-717,XML Forms Schema API Fatal Error.,"PHP Fatal error:  Call to a member function storeMatch() on a non-object in /home/nbanks/sites/si-islandora.si.local/sites/all/modules/islandora_xml_forms/api/schema/InsertOrderMap.inc on line 184, referer: http://si-islandora.si.local/admin/content/xml/form/EAC-CPF%20Base%20Form/view  Error occurs when attempting to determine the insert order of the following chunk of EAC-CPF Schema.  <xs:element name=""identity"">   <xs:complexType>    <xs:sequence>     <xs:element maxOccurs=""unbounded"" minOccurs=""0"" ref=""entityId""/>     <xs:element ref=""entityType""/>     <xs:choice maxOccurs=""unbounded"">      <xs:element ref=""nameEntryParallel""/>      <xs:element name=""nameEntry"">       <xs:complexType>        <xs:sequence>         <xs:element maxOccurs=""unbounded"" ref=""part""/>         <xs:element minOccurs=""0"" ref=""useDates""/>         <xs:group ref=""m.nameEntryAuthorizedorAlternative""/>        </xs:sequence>        <xs:attribute ref=""xml:id""/>        <xs:attributeGroup ref=""m.entryLanguageAttributes""/>        <xs:attribute name=""localType"" type=""xs:anyURI""/>       </xs:complexType>      </xs:element>     </xs:choice>     <xs:element minOccurs=""0"" ref=""descriptiveNote""/>    </xs:sequence>    <xs:attribute ref=""xml:id""/>    <xs:attribute ref=""xml:lang""/>    <xs:attribute ref=""xml:base""/>    <xs:attribute name=""localType"" type=""xs:anyURI""/>    <xs:attribute name=""identityType"">     <xs:simpleType>      <xs:restriction base=""xs:token"">       <xs:enumeration value=""given""/>       <xs:enumeration value=""acquired""/>      </xs:restriction>     </xs:simpleType>    </xs:attribute>   </xs:complexType>  </xs:element>  Notes: Before attempting to fix this particular issue, I think it would be prudent to write a collection of Unit tests, to ensure that schema's are processed correctly.  The algorithm at play uses recursion heavily and is tricky to debug.  The presence of Groups maybe the cause of problems since they aren't currently supported.   I'm gonna guess 3 days to write the tests and also fix the problem.",XML Form Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
